"","L1","L2","L3","L4","L5"
"KO3533","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K05355 hexaprenyl-diphosphate synthase [EC:2.5.1.82 2.5.1.83]"
"KO3534","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K05356 all-trans-nonaprenyl-diphosphate synthase [EC:2.5.1.84 2.5.1.85]"
"KO3535","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K05906 prenylcysteine oxidase / farnesylcysteine lyase [EC:1.8.3.5 1.8.3.6]"
"KO3536","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K05954 protein farnesyltransferase subunit beta [EC:2.5.1.58]"
"KO3537","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K05955 protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha [EC:2.5.1.58 2.5.1.59]"
"KO3538","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K06013 STE24 endopeptidase [EC:3.4.24.84]"
"KO3539","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K06981 isopentenyl phosphate kinase [EC:2.7.4.26]"
"KO3540","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K08658 prenyl protein peptidase [EC:3.4.22.-]"
"KO3541","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K11778 ditrans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.87]"
"KO3542","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K12503 short-chain Z-isoprenyl diphosphate synthase [EC:2.5.1.68]"
"KO3543","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K12504 decaprenyl-diphosphate synthase subunit 1 [EC:2.5.1.91]"
"KO3544","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K12505 decaprenyl-diphosphate synthase subunit 2 [EC:2.5.1.91]"
"KO3545","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K12506 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]"
"KO3546","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K13273 phosphomevalonate kinase [EC:2.7.4.2]"
"KO3547","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K13787 geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
"KO3548","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K13789 geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
"KO3549","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K14066 geranyl diphosphate synthase [EC:2.5.1.1]"
"KO3550","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K15888 tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific] [EC:2.5.1.89]"
"KO3551","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K15889 prenylcysteine alpha-carboxyl methylesterase [EC:3.1.1.-]"
"KO3552","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K15890 NADP+-dependent farnesol dehydrogenase [EC:1.1.1.216]"
"KO3553","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K15891 NAD+-dependent farnesol dehydrogenase [EC:1.1.1.354]"
"KO3554","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K15892 farnesol kinase [EC:2.7.1.216]"
"KO3555","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K17942 phosphomevalonate decarboxylase [EC:4.1.1.99]"
"KO3556","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K19177 dehydrodolichyl diphosphate syntase complex subunit NUS1 [EC:2.5.1.87]"
"KO3557","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00900 Terpenoid backbone biosynthesis","K21273 trans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.88]"
"KO3558","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00902 Monoterpenoid biosynthesis",NA
"KO3559","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00902 Monoterpenoid biosynthesis","K05525 linalool 8-monooxygenase [EC:1.14.14.84]"
"KO3560","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00902 Monoterpenoid biosynthesis","K15095 (+)-neomenthol dehydrogenase [EC:1.1.1.208]"
"KO3561","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00902 Monoterpenoid biosynthesis","K23232 8-hydroxygeraniol dehydrogenase [EC:1.1.1.324]"
"KO3562","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00909 Sesquiterpenoid and triterpenoid biosynthesis",NA
"KO3563","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00909 Sesquiterpenoid and triterpenoid biosynthesis","K06045 squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]"
"KO3564","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00909 Sesquiterpenoid and triterpenoid biosynthesis","K10187 germacradienol/geosmin synthase [EC:4.2.3.22 4.2.3.75 4.1.99.16]"
"KO3565","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00909 Sesquiterpenoid and triterpenoid biosynthesis","K15472 premnaspirodiene oxygenase [EC:1.14.14.151]"
"KO3566","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00909 Sesquiterpenoid and triterpenoid biosynthesis","K15803 (-)-germacrene D synthase [EC:4.2.3.75]"
"KO3567","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00909 Sesquiterpenoid and triterpenoid biosynthesis","K15907 pentalenene oxygenase [EC:1.14.15.32]"
"KO3568","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00909 Sesquiterpenoid and triterpenoid biosynthesis","K19011 achilleol B synthase [EC:5.4.99.48]"
"KO3569","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00909 Sesquiterpenoid and triterpenoid biosynthesis","K20561 costunolide synthase [EC:1.14.14.150]"
"KO3570","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00909 Sesquiterpenoid and triterpenoid biosynthesis","K21927 alpha-muurolene/germacrene-A/gamma-muurolene synthase [EC:4.2.3.125 4.2.3.23 4.2.3.126]"
"KO3571","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00904 Diterpenoid biosynthesis",NA
"KO3572","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00904 Diterpenoid biosynthesis","K04120 ent-copalyl diphosphate synthase [EC:5.5.1.13]"
"KO3573","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00904 Diterpenoid biosynthesis","K04121 ent-kaurene synthase [EC:4.2.3.19]"
"KO3574","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00904 Diterpenoid biosynthesis","K04122 ent-kaurene oxidase [EC:1.14.14.86]"
"KO3575","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00904 Diterpenoid biosynthesis","K04123 ent-kaurenoic acid monooxygenase [EC:1.14.14.107]"
"KO3576","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00904 Diterpenoid biosynthesis","K04125 gibberellin 2beta-dioxygenase [EC:1.14.11.13]"
"KO3577","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00904 Diterpenoid biosynthesis","K05282 gibberellin-44 dioxygenase [EC:1.14.11.12]"
"KO3578","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00904 Diterpenoid biosynthesis","K14036 ent-cassa-12,15-diene synthase [EC:4.2.3.28]"
"KO3579","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00904 Diterpenoid biosynthesis","K14043 syn-copalyl-diphosphate synthase [EC:5.5.1.14]"
"KO3580","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00904 Diterpenoid biosynthesis","K16083 ent-isokaurene hydroxylase [EC:1.14.14.76]"
"KO3581","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00904 Diterpenoid biosynthesis","K16085 9beta-pimara-7,15-diene oxidase [EC:1.14.14.111]"
"KO3582","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00904 Diterpenoid biosynthesis","K17961 trimethyltridecatetraene/dimethylnonatriene synthase [EC:1.14.14.58 1.14.14.59]"
"KO3583","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00904 Diterpenoid biosynthesis","K21291 ent-cassadiene hydroxylase [EC:1.14.14.69]"
"KO3584","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis",NA
"KO3585","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K00514 zeta-carotene desaturase [EC:1.3.5.6]"
"KO3586","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K02291 15-cis-phytoene synthase [EC:2.5.1.32]"
"KO3587","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K02292 beta-carotene ketolase (CrtO type)"
"KO3588","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K02293 15-cis-phytoene desaturase [EC:1.3.5.5]"
"KO3589","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K02294 beta-carotene hydroxylase [EC:1.14.13.-]"
"KO3590","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K06443 lycopene beta-cyclase [EC:5.5.1.19]"
"KO3591","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K06444 lycopene epsilon-cyclase [EC:5.5.1.18]"
"KO3592","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K09835 prolycopene isomerase [EC:5.2.1.13]"
"KO3593","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K09836 beta-carotene/zeaxanthin 4-ketolase [EC:1.14.99.63 1.14.99.64]"
"KO3594","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K09838 zeaxanthin epoxidase [EC:1.14.15.21]"
"KO3595","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K09840 9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]"
"KO3596","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K09841 xanthoxin dehydrogenase [EC:1.1.1.288]"
"KO3597","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K09842 abscisic-aldehyde oxidase [EC:1.2.3.14]"
"KO3598","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K09843 (+)-abscisic acid 8'-hydroxylase [EC:1.14.14.137]"
"KO3599","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K09844 carotenoid 1,2-hydratase [EC:4.2.1.131]"
"KO3600","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K09845 1-hydroxycarotenoid 3,4-desaturase [EC:1.3.99.27]"
"KO3601","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K09846 demethylspheroidene O-methyltransferase [EC:2.1.1.210]"
"KO3602","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K09879 carotenoid phi-ring synthase / carotenoid chi-ring synthase [EC:1.3.99.39 1.3.99.40]"
"KO3603","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K10027 phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]"
"KO3604","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K10210 diapolycopene oxygenase [EC:1.14.99.44]"
"KO3605","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K10211 4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]"
"KO3606","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K10212 glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]"
"KO3607","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K14596 zeaxanthin glucosyltransferase [EC:2.4.1.276]"
"KO3608","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K14597 chlorobactene glucosyltransferase"
"KO3609","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K14605 lycopene cyclase CruA [EC:5.5.1.19]"
"KO3610","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K14606 lycopene cyclase CruP [EC:5.5.1.19]"
"KO3611","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K15744 zeta-carotene isomerase [EC:5.2.1.12]"
"KO3612","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K15745 phytoene desaturase (3,4-didehydrolycopene-forming) [EC:1.3.99.30]"
"KO3613","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K15746 beta-carotene 3-hydroxylase [EC:1.14.15.24]"
"KO3614","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K15747 beta-ring hydroxylase [EC:1.14.-.-]"
"KO3615","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K17819 beta-apo-4'-carotenal oxygenase [EC:1.2.1.82]"
"KO3616","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K17841 15-cis-phytoene synthase / lycopene beta-cyclase [EC:2.5.1.32 5.5.1.19]"
"KO3617","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K17842 torulene dioxygenase [EC:1.13.11.59]"
"KO3618","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K17912 9-cis-beta-carotene 9',10'-cleaving dioxygenase [EC:1.13.11.68]"
"KO3619","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K17913 carlactone synthase / all-trans-10'-apo-beta-carotenal 13,14-cleaving dioxygenase [EC:1.13.11.69 1.13.11.70]"
"KO3620","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K22492 beta-carotene 3-hydroxylase [EC:1.14.15.24]"
"KO3621","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00906 Carotenoid biosynthesis","K22502 lycopene beta-cyclase [EC:5.5.1.19]"
"KO3622","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00905 Brassinosteroid biosynthesis",NA
"KO3623","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00905 Brassinosteroid biosynthesis","K09588 cytochrome P450 family 90 subfamily A1 [EC:1.14.-.-]"
"KO3624","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00905 Brassinosteroid biosynthesis","K09590 brassinosteroid-6-oxidase 1 [EC:1.14.-.-]"
"KO3625","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00905 Brassinosteroid biosynthesis","K09591 steroid 5-alpha-reductase [EC:1.3.1.22]"
"KO3626","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00905 Brassinosteroid biosynthesis","K12638 3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.14.147]"
"KO3627","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00905 Brassinosteroid biosynthesis","K15639 PHYB activation tagged suppressor 1 [EC:1.14.-.-]"
"KO3628","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00905 Brassinosteroid biosynthesis","K20623 typhasterol/6-deoxotyphasterol 2alpha-hydroxylase"
"KO3629","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00981 Insect hormone biosynthesis",NA
"KO3630","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00981 Insect hormone biosynthesis","K01063 juvenile-hormone esterase [EC:3.1.1.59]"
"KO3631","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00981 Insect hormone biosynthesis","K10718 juvenile hormone-III synthase [EC:2.1.1.325]"
"KO3632","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00981 Insect hormone biosynthesis","K10719 juvenile hormone epoxide hydrolase"
"KO3633","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00981 Insect hormone biosynthesis","K10722 ecdysteroid 2-hydroxylase [EC:1.14.-.-]"
"KO3634","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00981 Insect hormone biosynthesis","K10723 ecdysone 20-monooxygenase [EC:1.14.99.22]"
"KO3635","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00981 Insect hormone biosynthesis","K14938 cholesterol 7-desaturase [EC:1.14.19.21]"
"KO3636","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00981 Insect hormone biosynthesis","K14939 cytochrome P450 family 307 subfamily A"
"KO3637","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00981 Insect hormone biosynthesis","K14985 26-hydroxylase [EC:1.14.-.-]"
"KO3638","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00981 Insect hormone biosynthesis","K15825 juvenile hormone diol kinase"
"KO3639","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00908 Zeatin biosynthesis",NA
"KO3640","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00908 Zeatin biosynthesis","K00279 cytokinin dehydrogenase [EC:1.5.99.12]"
"KO3641","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00908 Zeatin biosynthesis","K00791 tRNA dimethylallyltransferase [EC:2.5.1.75]"
"KO3642","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00908 Zeatin biosynthesis","K10717 cytokinin trans-hydroxylase"
"KO3643","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00908 Zeatin biosynthesis","K13495 cis-zeatin O-glucosyltransferase [EC:2.4.1.215]"
"KO3644","KEGG","Metabolism","Metabolism of terpenoids and polyketides","ko00908 Zeatin biosynthesis","K13496 UDP-glucosyltransferase 73C [EC:2.4.1.-]"
